,epiweek,date,counts_Yorkshire and The Humber,counts_Yorkshire and The Humber_B-1-177,counts_Yorkshire and The Humber_alpha,counts_Yorkshire and The Humber_delta,counts_Yorkshire and The Humber_omicron,counts_Yorkshire and The Humber_others,counts_South East,counts_South East_B-1-177,counts_South East_alpha,counts_South East_delta,counts_South East_omicron,counts_South East_others,counts_North East,counts_North East_B-1-177,counts_North East_alpha,counts_North East_delta,counts_North East_omicron,counts_North East_others,counts_West Midlands,counts_West Midlands_B-1-177,counts_West Midlands_alpha,counts_West Midlands_delta,counts_West Midlands_omicron,counts_West Midlands_others,counts_East of England,counts_East of England_B-1-177,counts_East of England_alpha,counts_East of England_delta,counts_East of England_omicron,counts_East of England_others,counts_East Midlands,counts_East Midlands_B-1-177,counts_East Midlands_alpha,counts_East Midlands_delta,counts_East Midlands_omicron,counts_East Midlands_others,counts_North West,counts_North West_B-1-177,counts_North West_alpha,counts_North West_delta,counts_North West_omicron,counts_North West_others,counts_London,counts_London_B-1-177,counts_London_alpha,counts_London_delta,counts_London_omicron,counts_London_others,counts_South West,counts_South West_B-1-177,counts_South West_alpha,counts_South West_delta,counts_South West_omicron,counts_South West_others,counts_B-1-177,counts_alpha,counts_delta,counts_omicron,counts_others,counts_England,freq_Yorkshire and The Humber_B-1-177,freq_Yorkshire and The Humber_alpha,freq_Yorkshire and The Humber_delta,freq_Yorkshire and The Humber_omicron,freq_Yorkshire and The Humber_others,freq_South East_B-1-177,freq_South East_alpha,freq_South East_delta,freq_South East_omicron,freq_South East_others,freq_North East_B-1-177,freq_North East_alpha,freq_North East_delta,freq_North East_omicron,freq_North East_others,freq_West Midlands_B-1-177,freq_West Midlands_alpha,freq_West Midlands_delta,freq_West Midlands_omicron,freq_West Midlands_others,freq_East of England_B-1-177,freq_East of England_alpha,freq_East of England_delta,freq_East of England_omicron,freq_East of England_others,freq_East Midlands_B-1-177,freq_East Midlands_alpha,freq_East Midlands_delta,freq_East Midlands_omicron,freq_East Midlands_others,freq_North West_B-1-177,freq_North West_alpha,freq_North West_delta,freq_North West_omicron,freq_North West_others,freq_London_B-1-177,freq_London_alpha,freq_London_delta,freq_London_omicron,freq_London_others,freq_South West_B-1-177,freq_South West_alpha,freq_South West_delta,freq_South West_omicron,freq_South West_others,freq_B-1-177_England,freq_alpha_England,freq_delta_England,freq_omicron_England,freq_others_England
21,21,2020/05/17,57,0,0,0,0,57,14,0,0,0,0,14,48,0,0,0,0,48,47,0,0,0,0,47,87,0,0,0,0,87,79,0,0,0,0,79,154,0,0,0,0,154,14,0,0,0,0,14,71,0,0,0,0,71,0,0,0,0,571,571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22,22,2020/05/24,82,0,0,0,0,82,9,0,0,0,0,9,7,0,0,0,0,7,55,0,0,0,0,55,60,0,0,0,0,60,81,0,0,0,0,81,13,0,0,0,0,13,4,0,0,0,0,4,18,0,0,0,0,18,0,0,0,0,329,329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
23,23,2020/05/31,78,0,0,0,0,78,26,0,0,0,0,26,7,0,0,0,0,7,39,0,0,0,0,39,62,0,0,0,0,62,127,8,0,0,0,119,131,0,0,0,0,131,12,0,0,0,0,12,31,0,0,0,0,31,8,0,0,0,505,513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06299212598425197,0.0,0.0,0.0,0.937007874015748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.015594541910331383,0.0,0.0,0.0,0.9844054580896686
24,24,2020/06/07,689,0,0,0,0,689,77,0,0,0,0,77,37,0,0,0,0,37,75,0,0,0,0,75,98,0,0,0,0,98,593,0,0,0,0,593,453,0,0,0,0,453,34,0,0,0,0,34,36,0,0,0,0,36,0,0,0,0,2092,2092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25,25,2020/06/14,597,0,0,0,0,597,48,0,0,0,0,48,25,0,0,0,0,25,108,0,0,0,0,108,100,0,0,0,0,100,463,0,0,0,0,463,412,0,0,0,0,412,26,0,0,0,0,26,17,0,0,0,0,17,0,0,0,0,1796,1796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26,26,2020/06/21,284,0,0,0,0,284,29,0,0,0,0,29,13,0,0,0,0,13,45,0,0,0,0,45,25,0,0,0,0,25,280,0,0,0,0,280,214,0,0,0,0,214,23,0,0,0,0,23,7,0,0,0,0,7,0,0,0,0,920,920,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
27,27,2020/06/28,307,0,0,0,0,307,47,0,0,0,0,47,6,0,0,0,0,6,77,0,0,0,0,77,41,0,0,0,0,41,270,0,0,0,0,270,240,0,0,0,0,240,38,1,0,0,0,37,15,0,0,0,0,15,1,0,0,0,1040,1041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02631578947368421,0.0,0.0,0.0,0.9736842105263158,0.0,0.0,0.0,0.0,1.0,0.0009606147934678194,0.0,0.0,0.0,0.9990393852065321
28,28,2020/07/05,18,0,0,0,0,18,26,0,0,0,0,26,2,0,0,0,0,2,11,0,0,0,0,11,30,0,0,0,0,30,47,0,0,0,0,47,20,0,0,0,0,20,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,181,181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29,29,2020/07/12,95,0,0,0,0,95,88,0,0,0,0,88,6,0,0,0,0,6,132,0,0,0,0,132,94,0,0,0,0,94,89,0,0,0,0,89,133,0,0,0,0,133,76,1,0,0,0,75,19,0,0,0,0,19,1,0,0,0,731,732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.013157894736842105,0.0,0.0,0.0,0.9868421052631579,0.0,0.0,0.0,0.0,1.0,0.001366120218579235,0.0,0.0,0.0,0.9986338797814208
30,30,2020/07/19,59,0,0,0,0,59,33,0,0,0,0,33,19,0,0,0,0,19,69,0,0,0,0,69,28,0,0,0,0,28,48,2,0,0,0,46,126,0,0,0,0,126,71,5,0,0,0,66,24,0,0,0,0,24,7,0,0,0,470,477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,0.07042253521126761,0.0,0.0,0.0,0.9295774647887324,0.0,0.0,0.0,0.0,1.0,0.014675052410901468,0.0,0.0,0.0,0.9853249475890985
31,31,2020/07/26,38,0,0,0,0,38,35,2,0,0,0,33,18,0,0,0,0,18,39,0,0,0,0,39,18,0,0,0,0,18,27,0,0,0,0,27,119,1,0,0,0,118,49,3,0,0,0,46,41,0,0,0,0,41,6,0,0,0,378,384,0.0,0.0,0.0,0.0,1.0,0.05714285714285714,0.0,0.0,0.0,0.9428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.008403361344537815,0.0,0.0,0.0,0.9915966386554622,0.061224489795918366,0.0,0.0,0.0,0.9387755102040817,0.0,0.0,0.0,0.0,1.0,0.015625,0.0,0.0,0.0,0.984375
32,32,2020/08/02,80,0,0,0,0,80,22,1,0,0,0,21,48,1,0,0,0,47,107,2,0,0,0,105,13,1,0,0,0,12,35,0,0,0,0,35,185,5,0,0,0,180,48,12,0,0,0,36,17,0,0,0,0,17,22,0,0,0,533,555,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,0.0,0.0,0.0,0.9545454545454546,0.020833333333333332,0.0,0.0,0.0,0.9791666666666666,0.018691588785046728,0.0,0.0,0.0,0.9813084112149533,0.07692307692307693,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,0.0,0.0,0.0,0.972972972972973,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.03963963963963964,0.0,0.0,0.0,0.9603603603603603
33,33,2020/08/09,153,8,0,0,0,145,32,4,0,0,0,28,142,11,0,0,0,131,135,5,0,0,0,130,16,1,0,0,0,15,52,2,0,0,0,50,269,13,0,0,0,256,119,23,0,0,0,96,19,1,0,0,0,18,68,0,0,0,869,937,0.05228758169934641,0.0,0.0,0.0,0.9477124183006536,0.125,0.0,0.0,0.0,0.875,0.07746478873239436,0.0,0.0,0.0,0.9225352112676056,0.037037037037037035,0.0,0.0,0.0,0.9629629629629629,0.0625,0.0,0.0,0.0,0.9375,0.038461538461538464,0.0,0.0,0.0,0.9615384615384616,0.048327137546468404,0.0,0.0,0.0,0.9516728624535316,0.19327731092436976,0.0,0.0,0.0,0.8067226890756303,0.05263157894736842,0.0,0.0,0.0,0.9473684210526315,0.07257203842049093,0.0,0.0,0.0,0.927427961579509
34,34,2020/08/16,36,2,0,0,0,34,155,28,0,0,0,127,102,10,0,0,0,92,32,7,0,0,0,25,104,36,0,0,0,68,80,9,0,0,0,71,111,2,0,0,0,109,290,58,0,0,0,232,124,32,0,0,0,92,184,0,0,0,850,1034,0.05555555555555555,0.0,0.0,0.0,0.9444444444444444,0.18064516129032257,0.0,0.0,0.0,0.8193548387096774,0.09803921568627451,0.0,0.0,0.0,0.9019607843137255,0.21875,0.0,0.0,0.0,0.78125,0.34615384615384615,0.0,0.0,0.0,0.6538461538461539,0.1125,0.0,0.0,0.0,0.8875,0.018018018018018018,0.0,0.0,0.0,0.9819819819819819,0.2,0.0,0.0,0.0,0.8,0.25806451612903225,0.0,0.0,0.0,0.7419354838709677,0.17794970986460348,0.0,0.0,0.0,0.8220502901353965
35,35,2020/08/23,75,3,0,0,0,72,222,30,0,0,0,192,136,26,0,0,0,110,69,4,0,0,0,65,207,38,0,0,0,169,78,8,0,0,0,70,210,43,0,0,0,167,419,131,0,0,0,288,113,18,0,0,0,95,301,0,0,0,1228,1529,0.04,0.0,0.0,0.0,0.96,0.13513513513513514,0.0,0.0,0.0,0.8648648648648649,0.19117647058823528,0.0,0.0,0.0,0.8088235294117647,0.057971014492753624,0.0,0.0,0.0,0.9420289855072463,0.18357487922705315,0.0,0.0,0.0,0.8164251207729468,0.10256410256410256,0.0,0.0,0.0,0.8974358974358975,0.20476190476190476,0.0,0.0,0.0,0.7952380952380952,0.3126491646778043,0.0,0.0,0.0,0.6873508353221957,0.1592920353982301,0.0,0.0,0.0,0.8407079646017699,0.19686069326357097,0.0,0.0,0.0,0.8031393067364291
36,36,2020/08/30,135,14,0,0,0,121,278,54,0,0,0,224,221,25,0,0,0,196,112,10,0,0,0,102,257,49,0,0,0,208,111,15,0,0,0,96,137,46,0,0,0,91,587,179,0,0,0,408,156,36,0,0,0,120,428,0,0,0,1566,1994,0.1037037037037037,0.0,0.0,0.0,0.8962962962962963,0.19424460431654678,0.0,0.0,0.0,0.8057553956834532,0.11312217194570136,0.0,0.0,0.0,0.8868778280542986,0.08928571428571429,0.0,0.0,0.0,0.9107142857142857,0.19066147859922178,0.0,0.0,0.0,0.8093385214007782,0.13513513513513514,0.0,0.0,0.0,0.8648648648648649,0.3357664233576642,0.0,0.0,0.0,0.6642335766423357,0.3049403747870528,0.0,0.0,0.0,0.6950596252129472,0.23076923076923078,0.0,0.0,0.0,0.7692307692307693,0.21464393179538616,0.0,0.0,0.0,0.7853560682046138
37,37,2020/09/06,323,46,0,0,0,277,193,64,0,0,0,129,318,67,0,0,0,251,219,41,0,0,0,178,145,35,0,0,0,110,211,30,0,0,0,181,618,220,0,0,0,398,451,160,0,0,0,291,82,38,0,0,0,44,701,0,0,0,1859,2560,0.14241486068111456,0.0,0.0,0.0,0.8575851393188855,0.3316062176165803,0.0,0.0,0.0,0.6683937823834197,0.21069182389937108,0.0,0.0,0.0,0.789308176100629,0.1872146118721461,0.0,0.0,0.0,0.8127853881278538,0.2413793103448276,0.0,0.0,0.0,0.7586206896551724,0.14218009478672985,0.0,0.0,0.0,0.8578199052132701,0.3559870550161812,0.0,0.0,0.0,0.6440129449838188,0.35476718403547675,0.0,0.0,0.0,0.6452328159645233,0.4634146341463415,0.0,0.0,0.0,0.5365853658536586,0.273828125,0.0,0.0,0.0,0.726171875
38,38,2020/09/13,250,55,0,0,0,195,100,37,0,0,0,63,422,75,0,0,1,346,252,56,0,0,0,196,64,19,0,0,0,45,147,35,0,0,0,112,864,384,0,0,0,480,161,53,0,0,0,108,55,17,0,0,0,38,731,0,0,1,1583,2315,0.22,0.0,0.0,0.0,0.78,0.37,0.0,0.0,0.0,0.63,0.17772511848341233,0.0,0.0,0.002369668246445498,0.8199052132701422,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,0.296875,0.0,0.0,0.0,0.703125,0.23809523809523808,0.0,0.0,0.0,0.7619047619047619,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556,0.32919254658385094,0.0,0.0,0.0,0.6708074534161491,0.3090909090909091,0.0,0.0,0.0,0.6909090909090909,0.31576673866090715,0.0,0.0,0.00043196544276457883,0.6838012958963283
39,39,2020/09/20,467,146,0,0,0,321,228,102,1,0,0,125,403,111,0,0,0,292,463,132,0,0,0,331,179,59,0,0,0,120,238,96,0,0,0,142,1088,622,0,0,0,466,576,192,2,0,0,382,185,72,0,0,0,113,1532,3,0,0,2292,3827,0.31263383297644537,0.0,0.0,0.0,0.6873661670235546,0.4473684210526316,0.0043859649122807015,0.0,0.0,0.5482456140350878,0.27543424317617865,0.0,0.0,0.0,0.7245657568238213,0.28509719222462204,0.0,0.0,0.0,0.714902807775378,0.329608938547486,0.0,0.0,0.0,0.6703910614525139,0.40336134453781514,0.0,0.0,0.0,0.5966386554621849,0.5716911764705882,0.0,0.0,0.0,0.42830882352941174,0.3333333333333333,0.003472222222222222,0.0,0.0,0.6631944444444444,0.3891891891891892,0.0,0.0,0.0,0.6108108108108108,0.40031356153645153,0.0007839038411288215,0.0,0.0,0.5989025346224196
